Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,random,sr no
19514,1,1,47,14,3,21,,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,1514,532
27159,1,1,33,17,0,3,,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,384,533
39548,1,1,87,15,4,10,,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,204,534
21474,1,0,0,6,16,24,,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,144,535
60504,0,1,73,458,0,24,,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,1817,536
22419,0,0,74,30,3,47,,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,1107,537
81698,0,0,4,179,28,520,,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,2098,538
43462,1,1,50,90,17,97,,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,1726,539
54880,1,0,57,308,85,137,,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,775,540
79908,0,0,30,557,129,761,,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1761,541
15315,0,0,27,7,4,13,,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1336,542
87771,0,1,61,1492,38,287,,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1373,543
33039,1,0,4,30,8,12,,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1894,544
81741,0,0,75,249,153,940,,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,2097,545
71499,0,1,12,465,25,132,,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,1679,546
62466,0,1,13,129,129,259,,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,767,547
48799,0,1,9,174,18,81,,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,1275,548
52157,0,1,48,189,2,29,,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,1024,549
66565,0,1,80,747,10,161,,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,739,550
29298,1,1,60,6,0,2,,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,1130,551
47691,0,1,43,14,0,3,,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,850,552
38200,1,1,19,12,0,4,,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,549,553
44989,0,1,26,98,0,106,,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,536,554
38443,1,1,58,32,0,5,,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1898,555
38593,1,0,42,51,12,49,,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,1779,556
64413,0,1,27,200,5,44,,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,1684,557
36959,1,0,56,25,6,25,,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,1884,558
61996,0,1,27,1050,12,144,,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1906,559
51287,1,1,10,117,0,22,,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,445,560
13260,1,1,48,9,4,17,,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,270,561
47472,1,1,39,56,0,11,,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1810,562
54603,1,1,85,145,13,46,,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,1089,563
45207,1,1,64,203,0,10,,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,1015,564
40689,0,1,69,270,3,27,,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,1884,565
47821,1,1,54,9,0,16,,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,2024,566
27450,0,0,57,37,12,23,,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,1098,567
39453,1,0,64,46,0,7,,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,609,568
26850,1,1,10,31,1,13,,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1123,569
79800,0,0,65,1060,21,530,,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,504,570
61794,0,1,74,264,47,188,,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,196,571
53863,0,1,4,399,4,30,,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1498,572
24221,0,0,94,8,9,9,,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,7,573
39684,1,0,41,19,0,35,,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1875,574
92163,0,0,25,817,183,797,,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,1602,575
69882,0,0,94,292,127,635,,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,7,576
33178,1,0,9,12,6,2,,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1318,577
59973,0,0,47,130,30,168,,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,1267,578
17459,1,0,12,6,4,16,,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,2128,579
23910,1,0,80,16,12,18,,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,1994,580
42169,1,1,20,19,0,9,,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1809,581
26224,1,0,39,4,7,15,,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,2150,582
31089,1,0,57,31,3,31,2,,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1584,583
30081,0,1,27,36,0,2,0,,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,997,584
62807,0,1,83,526,28,135,10,,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,392,585
72906,0,0,79,400,32,519,71,,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,1922,586
61467,0,2,69,410,16,114,0,,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,1648,587
49618,1,1,77,80,3,26,4,,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,851,588
21888,1,0,15,88,10,46,2,,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,1117,589
42429,0,1,99,55,0,6,2,,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1397,590
26150,2,1,61,5,1,13,3,,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,569,591
30801,0,1,23,8,4,5,15,,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1625,592
81168,0,0,84,410,0,592,147,,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,13,593
26877,0,0,74,101,13,76,20,,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,401,594
45006,0,0,90,162,25,53,16,,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,828,595
18978,1,0,41,2,8,1,4,,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,806,596
22574,2,1,28,25,0,8,2,,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,126,597
48240,0,0,73,389,91,248,64,,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,355,598
45837,1,1,88,215,13,87,17,,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,412,599
35791,2,1,94,27,0,5,0,,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,1329,600
54162,1,1,31,5,6,10,6,,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,1941,601
30522,0,1,6,179,8,83,19,,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,1144,602
54456,0,1,23,352,0,27,10,,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,1859,603
31632,0,0,92,17,8,12,11,,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,2051,604
72298,0,0,52,625,35,169,58,,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,1578,605
36975,1,0,50,10,6,11,0,,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,543,606
72635,0,0,54,390,22,323,104,,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,562,607
13624,1,0,93,10,2,15,2,,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1000,608
84196,0,1,56,215,63,507,231,,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,1422,609
70971,0,1,28,1001,17,572,93,,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1894,610
34487,1,1,94,19,18,33,24,,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,1366,611
28769,1,0,76,41,5,129,10,,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,613,612
69084,1,0,43,1181,107,199,39,,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,156,613
65488,0,0,46,603,45,207,36,,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,423,614
62466,0,1,13,129,129,259,168,,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,548,615
32218,0,0,27,10,24,15,13,,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,1705,616
83917,0,0,12,514,22,732,42,,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,751,617
46102,2,1,3,14,0,1,0,,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,2194,618
84574,0,0,72,387,20,713,38,,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,1996,619
56181,0,1,6,121,103,69,8,,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,1320,620
63120,0,1,53,965,69,279,54,,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1457,621
73691,0,1,58,707,21,250,85,,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,218,622
63381,0,1,78,571,50,142,33,,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,1256,623
76140,0,0,57,586,66,653,17,,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,787,624
62859,0,1,37,1063,89,102,16,,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,1671,625
45906,0,1,20,305,3,27,4,,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,2033,626
77632,0,0,73,1200,105,758,0,,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,154,627
46463,1,1,56,163,2,40,8,,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,470,628
105471,0,0,36,1009,181,104,202,,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,712,629
55282,1,0,9,125,6,73,8,,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,504,630
78710,0,1,42,721,0,152,119,,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,1964,631
66886,0,1,28,315,4,62,41,,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,1518,632
98777,0,0,23,1000,19,711,125,,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,1841,633
29103,1,0,38,16,0,17,6,,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,1611,634
67445,0,1,63,757,80,217,29,,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1781,635
50616,0,1,71,30,2,25,0,,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,200,636
49431,0,1,9,219,3,100,26,,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,1591,637
61278,0,1,87,111,3,28,2,,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,337,638
26490,0,0,92,45,47,52,21,,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,1237,639
73059,0,1,36,410,112,420,0,,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,2050,640
46734,1,2,86,100,1,39,6,,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,1349,641
56253,0,1,83,509,0,65,7,,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,112,642
19986,1,0,74,3,6,5,0,,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,491,643
58330,0,1,87,445,53,213,104,,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,308,644
25965,0,0,29,2,2,11,41,,,1,2,0,3,8,0,0,0,0,0,0,3,11,0,1980,645
14661,0,0,88,4,1,11,6,2,,1,1,0,3,6,0,0,0,0,0,0,3,11,0,251,646
18690,0,0,77,6,1,7,23,4,,1,1,1,2,8,0,0,0,0,0,0,3,11,0,339,647
45068,0,1,25,14,0,3,0,0,,1,1,0,2,7,0,0,0,0,0,0,3,11,0,982,648
21063,1,0,34,1,10,11,19,3,,2,2,0,3,6,0,0,0,0,0,0,3,11,0,1591,649
29187,1,0,43,26,0,6,0,0,,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1776,650
54690,1,1,76,111,16,37,7,9,,3,3,1,5,3,0,0,0,0,0,0,3,11,0,386,651
59304,0,1,81,418,61,428,80,51,,3,7,8,10,5,0,0,0,0,0,0,3,11,0,253,652
59247,0,2,87,327,9,122,19,14,,5,5,2,9,6,0,0,0,0,0,0,3,11,0,96,653
66731,0,1,33,371,159,194,58,106,,4,4,3,6,3,0,0,0,0,0,0,3,11,0,943,654
77353,0,1,38,275,59,107,69,101,,2,6,4,8,4,0,0,0,0,0,0,3,11,0,982,655
52614,0,1,63,789,0,142,12,9,,2,2,4,8,8,0,0,0,0,0,0,3,11,0,265,656
26751,2,0,26,1,1,5,0,3,,1,1,0,2,8,0,0,0,0,0,0,3,11,0,537,657
81300,0,1,17,1004,12,145,32,12,,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1017,658
70337,0,0,75,187,81,149,25,43,,1,2,2,12,1,0,0,0,0,0,0,3,11,0,741,659
36145,1,0,13,56,4,76,17,1,,4,4,1,3,9,1,0,0,0,0,0,3,11,1,1253,660
65295,0,0,19,365,32,117,34,110,,1,3,3,13,2,0,0,0,0,0,0,3,11,0,1985,661
68118,0,1,51,595,23,123,10,23,,2,8,9,4,6,0,0,0,0,0,0,3,11,0,1613,662
68743,0,0,81,1132,134,384,175,134,,1,11,5,13,7,0,0,0,0,0,0,3,11,0,52,663
41039,0,0,32,34,11,137,179,61,,1,8,1,5,8,0,0,0,0,0,0,3,11,0,1729,664
38946,0,1,84,116,6,82,6,6,,2,3,1,6,5,0,0,0,0,0,0,3,11,0,679,665
65777,0,0,87,565,32,435,28,32,,1,2,8,6,1,0,0,0,0,0,0,3,11,0,471,666
66476,0,1,99,372,18,126,47,48,,2,5,2,11,4,0,0,0,0,0,0,3,11,0,657,667
86857,0,0,96,899,102,838,133,102,,1,5,6,10,2,0,0,0,0,0,0,3,11,1,422,668
77845,0,0,40,760,40,480,0,40,,1,3,5,12,1,0,0,1,1,0,0,3,11,0,409,669
69476,0,0,3,260,86,559,63,9,,1,4,6,4,2,0,0,0,0,0,0,3,11,0,847,670
50611,0,1,98,459,0,24,6,0,,6,4,5,7,6,0,1,0,0,0,0,3,11,1,446,671
61209,0,0,73,466,0,224,119,49,,1,5,3,4,2,0,0,0,0,0,0,3,11,0,1883,672
42315,0,1,90,67,15,80,17,11,,3,1,4,4,3,0,0,0,0,0,0,3,11,0,1026,673
13084,0,0,29,2,0,7,3,7,,1,1,0,3,6,0,0,0,0,0,0,3,11,0,1536,674
47570,1,1,3,67,1,20,0,2,,3,2,2,2,7,0,0,0,0,0,0,3,11,1,1614,675
61923,0,2,94,92,4,18,3,3,,1,2,1,4,3,0,0,0,0,0,0,3,11,0,335,676
34824,0,0,65,4,2,11,2,0,,1,1,0,2,6,0,0,0,0,0,0,3,11,0,1170,677
26518,1,1,33,20,1,28,3,3,,3,2,0,3,8,0,0,0,0,0,0,3,11,1,593,678
45938,0,0,46,273,11,178,62,83,,2,8,4,6,6,0,0,0,0,0,0,3,11,0,1850,679
78468,0,0,29,434,22,388,104,22,,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1913,680
78901,0,1,99,321,11,309,33,26,,3,9,3,5,4,0,0,0,0,0,0,3,11,0,2198,681
71427,2,0,26,212,123,177,15,64,,2,8,2,8,4,0,0,0,0,0,0,3,11,0,930,682
71022,0,1,30,909,12,278,0,12,,3,5,2,11,8,1,0,0,0,0,0,3,11,0,581,683
90247,0,0,27,1184,32,352,21,16,,1,3,4,7,1,0,1,1,1,0,0,3,11,1,2097,684
41335,1,0,24,112,19,21,16,14,,3,4,1,4,7,0,0,0,0,0,0,3,11,0,622,685
71952,1,0,93,656,80,455,52,107,,2,8,4,8,4,1,0,1,0,0,0,3,11,0,664,686
35682,1,0,34,23,0,8,6,2,,1,1,1,3,2,0,0,0,0,0,0,3,11,0,2153,687
43185,0,1,88,537,6,42,16,6,,2,9,3,6,8,0,0,0,0,0,0,3,11,0,43,688
66375,0,1,96,712,0,45,0,0,,3,2,4,5,7,1,0,0,0,0,0,3,11,0,1183,689
35178,1,0,10,23,1,13,2,2,,1,1,1,2,7,1,0,0,0,0,0,3,11,1,773,690
25252,1,0,26,1,3,4,2,2,,1,1,0,2,8,0,0,0,0,0,0,3,11,0,1829,691
55250,0,1,49,664,58,83,32,0,,4,7,5,10,5,0,0,0,0,0,0,3,11,0,2046,692
33249,1,0,11,6,10,21,19,14,,2,2,1,3,6,0,0,0,0,0,0,3,11,0,1318,693
58398,0,0,44,299,5,201,21,21,,3,5,4,8,4,0,0,0,0,0,0,3,11,0,555,694
50272,1,0,75,99,13,66,43,8,,3,4,1,5,7,0,0,0,0,0,0,3,11,0,1879,695
76618,0,0,64,749,40,294,121,160,,1,3,2,5,1,0,0,0,0,0,0,3,11,0,391,696
87305,0,0,19,345,25,501,63,138,,1,5,3,8,2,0,0,1,0,0,0,3,11,1,1163,697
25851,1,0,45,9,4,18,7,5,,2,2,0,3,7,0,0,0,0,0,0,3,11,0,2022,698
58710,0,1,77,440,81,368,0,122,,6,11,5,9,6,0,0,0,0,0,0,3,11,0,357,699
45160,1,1,9,8,2,5,3,0,,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1868,700
74806,0,1,1,670,9,249,0,28,,2,5,4,5,4,0,0,0,0,0,0,3,11,0,1722,701
59111,0,0,90,524,0,134,28,28,,1,11,1,8,7,0,0,0,0,0,0,3,11,0,1497,702
18988,1,0,43,6,0,6,2,1,,2,1,0,3,7,0,0,0,0,0,0,3,11,0,22,703
72190,0,0,79,597,166,597,172,166,,1,5,6,4,3,0,0,0,0,0,0,3,11,0,142,704
7500,1,0,19,7,0,12,13,7,,5,4,1,2,9,1,0,0,0,0,0,3,11,1,467,705
44794,0,1,99,54,0,7,0,0,,1,2,0,3,6,0,0,0,0,0,0,3,11,0,9,706
80395,0,0,62,445,25,706,80,76,,1,6,5,12,2,0,0,0,1,0,0,3,11,0,950,707
75012,0,0,41,294,142,218,164,58,,1,3,8,11,1,0,0,0,0,0,0,3,11,0,1365,708
56962,2,1,60,292,3,77,10,3,,7,6,3,5,7,0,0,0,0,0,0,3,11,0,1990,709
89891,0,0,17,412,22,132,59,28,,1,11,6,8,4,0,0,1,0,0,0,3,11,0,580,710
35946,1,1,24,8,0,3,0,0,,1,0,0,3,5,0,0,0,0,0,0,3,11,0,2193,711
53593,1,1,60,349,4,78,6,0,,8,7,2,6,8,0,0,0,0,0,0,3,11,0,936,712
66373,1,1,57,328,9,124,12,24,,7,4,2,10,3,0,0,0,0,0,0,3,11,0,1451,713
45072,1,2,74,144,2,99,7,2,,5,6,1,4,8,0,0,0,0,0,0,3,11,0,1580,714
89694,1,1,22,1126,28,211,37,28,,3,4,3,4,5,0,1,1,1,0,0,3,11,0,1073,715
72025,0,0,46,967,0,617,43,50,,1,4,8,13,2,0,1,1,1,0,0,3,11,1,1958,716
67432,0,1,69,432,79,341,177,136,,2,8,5,4,4,0,0,0,0,0,0,3,11,0,748,717
70545,0,1,29,138,39,63,55,18,,1,4,1,7,2,0,0,0,0,0,0,3,11,0,211,718
17487,1,0,37,0,0,1,7,4,,1,1,0,2,7,0,0,0,0,0,0,3,11,0,1318,719
62882,0,1,26,509,133,497,78,24,,2,7,5,6,4,0,0,0,0,0,0,3,11,0,2005,720
64108,0,1,8,948,10,86,13,21,,4,6,9,11,5,0,0,0,0,0,0,3,11,0,898,721
34941,1,1,26,39,2,25,4,3,,2,3,0,3,8,0,0,0,0,0,0,3,11,0,711,722
48767,1,2,79,28,1,21,3,0,,3,2,1,3,5,0,0,0,0,0,0,3,11,0,1739,723
38702,1,0,71,13,11,24,13,8,,2,3,0,4,6,0,0,0,0,0,0,3,11,0,1184,724
82224,0,0,83,307,26,360,138,31,,1,6,9,5,3,0,0,0,1,0,0,3,11,0,1210,725
83844,0,0,57,901,31,345,75,31,,1,4,4,11,1,0,0,1,0,0,0,3,11,0,566,726
17003,1,0,37,2,5,12,4,8,,3,2,0,4,5,0,0,0,0,0,0,3,11,0,715,727
71163,0,0,30,283,17,372,138,106,,1,3,8,12,1,0,0,0,0,0,0,3,11,0,1253,728
33697,1,0,34,4,3,7,0,3,,1,1,0,2,7,1,0,0,0,0,0,3,11,0,1424,729
63564,0,0,0,769,80,252,15,34,,1,10,10,7,6,1,0,0,0,0,0,3,11,1,2035,730
83443,0,0,89,518,42,742,55,56,,1,6,10,5,2,0,0,0,0,0,0,3,11,0,1639,731
51518,0,1,92,350,8,66,17,4,,2,3,2,10,3,0,0,0,0,0,0,3,11,0,1848,732
58330,0,1,87,445,53,213,104,98,,1,6,4,13,4,0,0,0,0,0,0,3,11,0,86,733
80952,0,0,20,778,178,689,41,27,,1,8,5,11,8,0,1,1,1,0,0,3,11,1,238,734
75507,0,0,56,709,93,374,104,80,,1,8,6,6,3,0,0,0,0,0,0,3,11,0,1483,735
63855,0,0,28,359,35,314,93,116,,1,7,3,13,4,0,0,0,0,0,0,3,11,0,2098,736
62220,0,1,55,799,12,375,16,12,,5,7,6,5,6,0,0,0,0,0,0,3,11,1,483,737
58512,0,1,25,895,10,101,13,0,,5,3,4,8,8,0,0,0,0,0,0,3,11,0,954,738
40662,1,0,0,40,2,23,0,4,,2,2,1,3,4,0,0,0,0,0,0,3,11,0,1478,739
38829,0,1,86,76,0,7,0,0,,1,3,2,2,5,0,0,0,0,0,0,3,11,0,2021,740
35523,1,0,8,11,5,22,12,5,11,,3,0,3,7,0,0,0,0,0,0,3,11,0,1456,741
79146,1,1,33,245,16,223,21,43,16,,8,1,8,6,0,0,0,0,0,0,3,11,0,1520,742
78285,0,0,13,647,107,391,175,67,40,,6,4,10,3,0,0,0,0,0,0,3,11,0,2107,743
31626,1,0,12,39,1,9,2,1,34,,2,1,2,7,1,0,0,0,0,0,3,11,1,677,744
75127,0,0,92,203,35,305,46,17,227,,2,11,5,1,0,0,0,0,0,0,3,11,0,299,745
48726,0,1,90,138,3,38,4,0,59,,3,2,4,6,0,0,0,0,0,0,3,11,0,1767,746
74985,0,0,8,587,51,898,247,0,86,,3,6,7,2,0,0,0,0,0,0,3,11,0,1239,747
67430,0,0,6,595,97,291,127,133,121,,11,5,12,6,0,0,0,0,0,0,3,11,0,2201,748
46891,0,1,91,43,12,23,29,15,61,,2,1,4,4,0,0,0,0,0,0,3,11,0,1571,749
62058,0,1,52,301,7,74,10,0,58,,6,1,7,6,0,0,0,0,0,0,3,11,0,1259,750
72063,0,1,3,180,32,348,76,32,90,,5,2,12,2,0,0,0,0,0,0,3,11,0,1166,751
78939,0,0,57,794,115,243,150,0,205,,8,5,6,3,0,0,0,0,0,0,3,11,0,492,752
42720,1,1,9,392,5,91,28,26,112,,7,3,7,8,0,0,0,0,0,0,3,11,1,301,753
33622,1,1,22,39,1,22,3,4,12,,2,0,4,7,0,0,0,0,0,0,3,11,0,627,754
6835,0,1,76,107,2,12,2,2,12,,0,0,1,20,0,0,0,0,0,0,3,11,0,1256,755
41452,1,1,86,13,0,3,0,0,0,,1,0,2,7,0,0,0,0,0,0,3,11,0,1968,756
40760,0,1,64,70,0,17,0,0,6,,2,1,3,6,0,0,0,0,0,0,3,11,0,848,757
74250,0,0,90,680,11,392,75,0,0,,2,11,4,1,0,0,0,0,0,0,3,11,0,2117,758
51124,1,1,79,26,1,11,0,1,4,,1,0,3,3,0,0,0,0,0,0,3,11,0,927,759
72258,0,1,28,522,0,522,227,120,134,,6,9,5,2,0,0,0,0,0,0,3,11,0,113,760
71466,0,0,86,412,12,546,78,182,0,,4,4,10,1,0,0,0,0,0,0,3,11,0,1024,761
36283,1,1,42,6,5,5,8,0,5,,1,0,3,4,0,0,0,0,0,0,3,11,0,1542,762
20587,1,0,39,2,3,6,4,1,9,,1,1,2,7,0,0,0,0,0,0,3,11,0,696,763
30467,1,0,8,1,3,8,2,5,5,,1,0,2,7,0,0,0,0,0,0,3,11,0,775,764
31590,1,0,40,6,2,15,6,6,3,,1,0,3,8,0,0,0,0,0,0,3,11,0,682,765
20425,1,0,5,4,12,5,3,16,17,,2,0,3,7,0,0,0,0,0,0,3,11,0,2126,766
17144,1,1,96,18,2,19,0,2,6,,3,0,4,7,0,0,0,0,0,0,3,11,0,521,767
42564,0,1,28,324,48,186,39,18,198,,6,8,4,7,1,0,0,0,0,0,3,11,1,1064,768
43783,1,0,22,327,9,125,25,4,139,,7,1,8,7,1,0,0,0,0,0,3,11,0,1260,769
40780,0,1,30,229,27,71,13,3,34,,7,1,5,9,0,0,0,0,0,0,3,11,0,76,770
62847,0,0,45,521,168,706,80,76,61,,3,6,4,2,0,0,0,0,0,0,3,11,0,1868,771
82017,0,0,58,184,23,446,30,23,23,,5,4,7,2,0,1,1,1,0,0,3,11,1,849,772
16813,0,0,49,4,8,11,12,2,13,,2,0,3,7,1,0,0,0,0,0,3,11,0,866,773
51267,1,1,37,183,2,64,7,2,12,,3,3,5,4,0,0,0,0,0,0,3,11,0,1160,774
46524,0,1,70,31,19,35,26,14,52,,1,1,5,3,0,0,0,0,0,0,3,11,0,250,775
45183,0,0,33,219,3,60,12,9,12,,4,1,7,7,0,1,0,0,0,0,3,11,0,1548,776
70421,0,1,98,479,28,136,75,14,35,,10,3,7,6,0,0,0,0,0,0,3,11,0,848,777
60161,0,1,17,584,44,212,46,8,177,,11,4,8,8,0,0,0,0,0,0,3,11,0,1190,778
73926,0,0,54,627,91,597,159,91,15,,6,5,12,3,0,0,0,0,0,0,3,11,0,332,779
19329,1,0,39,24,1,16,12,2,5,,4,0,3,8,0,0,0,0,0,0,3,11,0,1329,780
61872,0,1,81,330,5,159,36,27,16,,4,4,9,4,0,0,0,0,0,0,3,11,0,1729,781
46984,1,1,71,19,1,10,2,1,8,,1,0,3,5,0,0,0,0,0,0,3,11,0,2147,782
34838,1,1,62,28,23,29,29,14,47,,2,1,4,6,0,0,0,0,0,0,3,11,0,236,783
82716,0,0,8,606,148,228,15,148,22,,6,8,13,2,0,0,0,0,0,0,3,11,0,1335,784
48192,0,0,76,1039,43,204,153,58,29,,2,8,12,8,0,1,0,1,1,0,3,11,1,1742,785
49681,0,2,66,411,0,26,0,0,21,,7,1,7,7,0,0,0,0,0,0,3,11,0,1430,786
56850,0,1,83,34,1,19,2,7,0,,1,1,3,2,0,0,0,0,0,0,3,11,0,1897,787
55267,0,1,28,161,28,136,32,3,45,,3,4,6,3,0,0,0,0,0,0,3,11,0,1215,788
59666,1,1,87,623,53,178,23,17,133,,3,2,8,8,0,1,0,0,0,0,3,11,0,612,789
72504,0,1,43,604,26,470,123,161,94,,5,9,6,2,0,0,0,0,0,0,3,11,0,2161,790
26872,0,0,0,3,10,8,3,16,32,,1,1,2,6,0,0,0,0,0,0,3,11,0,6,791
21359,1,0,1,12,2,17,6,1,10,,2,0,3,8,0,0,0,0,0,0,3,11,1,803,792
73170,0,0,1,184,174,256,50,30,32,,5,4,6,2,0,0,0,0,0,0,3,11,0,1135,793
